,place_id,name,5min % high A.C.,15min % high A.C.,25min % high A.C.,Buurt,Wijk,geometry,WKT_LNG_LAT,pressure 5min,pressure 15min,pressure 25min,5min % high A.C. Category,15min % high A.C. Category,25min % high A.C. Category,pressure 5min Category,pressure 15min Category,pressure 25min Category,Combined Category 5min,Combined Category 15min,Combined Category 25min,total_points,within_5min,within_15min,within_25min,percent_within_5min,percent_within_15min,percent_within_25min
0,ChIJ-1hUL74JxkcRnLpTBTbfH5o,Eden Hotel Amsterdam,18.456849599255037,23.195139770927444,26.018650718721016,Rembrandtplein e.o.,Grachtengordel-Zuid,POINT (4.8986899 52.3668376),"POLYGON((4.892818 52.36518,4.895874 52.364754,4.896908 52.364966,4.897537 52.365087,4.901217 52.365779,4.900752 52.366625,4.899284 52.367172,4.898795 52.367263,4.898242 52.36732,4.89725 52.367428,4.897128 52.367428,4.896077 52.367379,4.895268 52.367368,4.895052 52.367331,4.894831 52.367308,4.894323 52.367287,4.894147 52.367289,4.893881 52.36729,4.893807 52.367265,4.893466 52.367042,4.893296 52.366678,4.893155 52.36609,4.893008 52.365641,4.892898 52.365425,4.892818 52.36518))",5009.0617223044455,38201.52600997643,126486.58098996874,Medium,Medium,Medium,Medium,Medium,High,Medium AC + Medium Pressure (Balanced),Medium AC + Medium Pressure (Balanced),Medium AC + High Pressure (Caution),6650,842,2605,5224,12.661654135338345,39.17293233082707,78.55639097744361
1,ChIJ-8C0ZsQJxkcR6f0pc6CA3IM,Hotel De Westertoren,8.903487306200853,23.484635262401376,25.645532510105074,Felix Meritisbuurt,Grachtengordel-West,POINT (4.8861425999999994 52.3734604),"POLYGON((4.882614 52.368932,4.884411 52.368862,4.886623 52.368792,4.887279 52.368762,4.887679 52.368756,4.88784 52.368764,4.887828 52.368803,4.888126 52.370301,4.888509 52.372324,4.888766 52.373038,4.888822 52.373147,4.888855 52.37326,4.886906 52.37342,4.88666 52.373456,4.886468 52.373506,4.886299 52.373571,4.885833 52.373823,4.885708 52.373881,4.885558 52.373934,4.88539 52.373977,4.885158 52.373998,4.883385 52.374065,4.883069 52.373992,4.882614 52.368932))",4822.931316121251,61885.14542564271,118663.33201776023,Low,Medium,Medium,Medium,High,High,Low AC + Medium Pressure (Monitor),Medium AC + High Pressure (Caution),Medium AC + High Pressure (Caution),414,38,228,309,9.178743961352657,55.072463768115945,74.63768115942028
2,ChIJ-8DbTpYJxkcRF6GXegHzFe8,Hotel Hermitage Amsterdam,15.403296794447154,23.963323713266295,26.182951711868025,Weesperbuurt,Weesperbuurt/Plantage,POINT (4.9036111 52.3644444),"POLYGON((4.901217 52.365779,4.901557 52.365162,4.90277 52.362805,4.903351 52.361656,4.903415 52.36153,4.905117 52.361852,4.905049 52.361987,4.91078 52.363092,4.914224 52.363769,4.914387 52.363945,4.913342 52.364287,4.91126 52.365003,4.91055 52.365256,4.908877 52.365816,4.908245 52.365698,4.908099 52.365987,4.907931 52.366112,4.907733 52.366227,4.907553 52.366307,4.90736 52.366375,4.90722 52.366413,4.906323 52.366618,4.906116 52.366765,4.906035 52.366726,4.905631 52.366613,4.901835 52.36589,4.901217 52.365779))",447.224360028504,22319.5384531053,112919.40081127007,Medium,Medium,Medium,Low,Low,High,Medium AC + Low Pressure (Opportunity),Medium AC + Low Pressure (Opportunity),Medium AC + High Pressure (Caution),671,33,203,501,4.918032786885246,30.25335320417288,74.66467958271237
3,ChIJ-RAyRD0KxkcRG4koK51opDE,Hotel Novotel Amsterdam City,24.843086983322806,27.637238993109158,27.644549468299633,De Klenckebuurt,Buitenveldert-Oost,POINT (4.8885168 52.3337156),"POLYGON((4.878652 52.335088,4.879167 52.334426,4.87924 52.334305,4.879357 52.334057,4.879401 52.333931,4.87945 52.333715,4.87946 52.333613,4.879456 52.333125,4.889981 52.33314,4.889987 52.33469,4.884501 52.334701,4.884228 52.33472,4.880406 52.335158,4.880164 52.335178,4.879839 52.335189,4.879514 52.33518,4.879271 52.33516,4.878652 52.335088))",17.727786000109628,10340.720331085895,16183.229403058705,High,High,High,Low,Low,Low,High AC + Low Pressure (Potential),High AC + Low Pressure (Potential),High AC + Low Pressure (Potential),7418,2,780,1054,0.026961445133459154,10.51496360204907,14.208681585332975
4,ChIJ-RS-x8cJxkcRix6HMEVbC0c,Avenue Hotel,8.965565781954062,22.67488850579729,25.467649557488375,Nieuwendijk-Noord,Burgwallen-Nieuwe Zijde,POINT (4.8946467 52.37665),"POLYGON((4.893582 52.376221,4.8951 52.376206,4.895342 52.376181,4.895472 52.376156,4.895622 52.376115,4.895702 52.376036,4.896266 52.375819,4.896473 52.375764,4.89708 52.375505,4.899141 52.376971,4.899692 52.377303,4.898867 52.377741,4.898667 52.378012,4.898562 52.378122,4.898442 52.378227,4.898062 52.378505,4.897931 52.378579,4.897713 52.378678,4.896895 52.378001,4.895954 52.377792,4.89585 52.377757,4.895748 52.377712,4.895663 52.377661,4.895584 52.3776,4.895104 52.377147,4.894966 52.37704,4.894775 52.376916,4.894422 52.376738,4.8942 52.376609,4.893582 52.376221))",12037.833634818833,66708.81198267828,106913.36896343803,Low,Low,Low,High,High,Medium,Low AC + High Pressure (Critical),Low AC + High Pressure (Critical),Low AC + Medium Pressure (Monitor),2441,351,1429,1727,14.379352724293323,58.54158131913151,70.74969274887341
5,ChIJ-U0QpE3ixUcRGDV6HPFMOzY,XO Hotels Blue Square,15.150724857746567,23.824654581756818,25.71375228970469,Dichtersbuurt,Slotermeer-Zuidoost,POINT (4.8211110999999995 52.3786111),"POLYGON((4.819042 52.37571,4.823219 52.375055,4.824319 52.37767,4.823996 52.377723,4.824232 52.378303,4.82402 52.378338,4.823864 52.378379,4.823723 52.378437,4.821982 52.379344,4.820648 52.379554,4.820138 52.378333,4.819042 52.37571))",77.13934111714082,336.71029984103484,882.4947651153861,Medium,Medium,Medium,Low,Low,Low,Medium AC + Low Pressure (Opportunity),Medium AC + Low Pressure (Opportunity),Medium AC + Low Pressure (Opportunity),4892,54,208,241,1.1038430089942763,4.251839738348324,4.926410466067048
6,ChIJ-_VFLbgJxkcR6Io_ONVcqX0,Hotel Prins Hendrik,15.534622296919126,25.133630030200145,24.573708302760288,Kop Zeedijk,Burgwallen-Oude Zijde,POINT (4.8995948 52.376527499999995),"POLYGON((4.89708 52.375505,4.897889 52.37516,4.898001 52.375238,4.899233 52.374789,4.899406 52.374749,4.899667 52.374678,4.900201 52.37449,4.900275 52.374486,4.90048 52.374418,4.900587 52.374402,4.901266 52.374174,4.902273 52.376142,4.903254 52.37659,4.902978 52.37669,4.902452 52.377141,4.90196 52.377244,4.900968 52.377242,4.899692 52.377303,4.899141 52.376971,4.89708 52.375505))",7551.275722194814,55669.70268048018,99328.3565751247,Medium,Medium,Low,High,High,Medium,Medium AC + High Pressure (Caution),Medium AC + High Pressure (Caution),Low AC + Medium Pressure (Monitor),1969,289,964,1327,14.677501269680041,48.9588623666836,67.39461655662772
7,ChIJ09FkufEJxkcRrX1pOBxxImQ,Hotel Washington,17.7952028553772,22.936161716533213,27.859713767787785,Johannes Vermeerbuurt,Museumkwartier,POINT (4.883563 52.3549102),"POLYGON((4.879992 52.356138,4.880392 52.355517,4.88172 52.353691,4.882819 52.353894,4.884277 52.354189,4.88438 52.354255,4.886282 52.354593,4.886476 52.354615,4.886759 52.354622,4.886698 52.355295,4.886582 52.356853,4.886603 52.357267,4.886724 52.358732,4.884799 52.358982,4.88438 52.357843,4.883893 52.357929,4.883511 52.358024,4.882649 52.356925,4.881374 52.356096,4.880609 52.356231,4.880507 52.356241,4.880422 52.356239,4.880338 52.356227,4.879992 52.356138))",733.7070657238393,39297.01726689689,79278.80480184179,Medium,Low,High,Low,Medium,Medium,Medium AC + Low Pressure (Opportunity),Low AC + Medium Pressure (Monitor),High AC + Medium Pressure (Manageable),1119,59,394,571,5.272564789991064,35.210008936550494,51.027703306523684
8,ChIJ0Q1NT0UJxkcRwQjPMVe3oEo,Trianon Hotel,21.69503726662437,25.374229553748528,28.90365383337516,Concertgebouwbuurt,Museumkwartier,POINT (4.8783566 52.356315599999995),"POLYGON((4.873875 52.358139,4.876249 52.354804,4.878224 52.355332,4.878337 52.355376,4.878443 52.355433,4.879022 52.355816,4.879177 52.355902,4.879341 52.355965,4.879992 52.356138,4.879825 52.356412,4.878568 52.358153,4.877154 52.360101,4.87696 52.360065,4.876673 52.359932,4.87646 52.35985,4.875796 52.359659,4.875975 52.359402,4.875252 52.359213,4.875242 52.359227,4.87508 52.359183,4.875284 52.358901,4.875333 52.358878,4.87532 52.358875,4.875384 52.35878,4.875001 52.358679,4.87515 52.358473,4.873875 52.358139))",7034.692704050869,35109.78112152606,75140.79482541248,High,High,High,High,Medium,Medium,High AC + High Pressure (Stress),High AC + Medium Pressure (Manageable),High AC + Medium Pressure (Manageable),1785,87,503,817,4.873949579831933,28.179271708683473,45.7703081232493
9,ChIJ0RZ1vX8JxkcRZ9jQ-jthG6c,MEININGER Hotel Amsterdam Amstel,20.499422217436006,20.818511858825122,26.35138298824382,Julianapark,Frankendael,POINT (4.9192528 52.3457763),"POLYGON((4.916606 52.347884,4.917414 52.346506,4.918483 52.344676,4.918886 52.343781,4.919231 52.343627,4.919295 52.34361,4.919375 52.343603,4.919443 52.34361,4.919504 52.343626,4.919579 52.343664,4.919403 52.343981,4.919156 52.3447,4.91914 52.344864,4.919168 52.345027,4.919228 52.345166,4.919271 52.345237,4.919545 52.345594,4.920118 52.345733,4.920446 52.345796,4.92077 52.345838,4.921316 52.345885,4.925292 52.345929,4.925571 52.345938,4.925807 52.345943,4.925987 52.345967,4.926251 52.346018,4.926506 52.346087,4.92682 52.346206,4.927495 52.346575,4.925161 52.348157,4.924804 52.348347,4.924485 52.348472,4.924186 52.348565,4.92374 52.348668,4.923291 52.348712,4.922988 52.34872,4.922685 52.348712,4.922385 52.348688,4.916606 52.347884))",613.0143068574243,1941.698569314257,21394.08359370717,High,Low,Medium,Low,Low,Low,High AC + Low Pressure (Potential),Low AC + Low Pressure (Limited Interest),Medium AC + Low Pressure (Opportunity),4885,21,153,341,0.42988741044012285,3.1320368474923233,6.980552712384852
10,ChIJ0VJBtBwKxkcRNptuWYA0j3U,citizenM Amsterdam,7.140420351233058,26.862593042777576,28.57934106006736,Prinses Irenebuurt,Prinses Irenebuurt e.o.,POINT (4.8760096 52.3419374),"POLYGON((4.864804 52.343159,4.864983 52.341396,4.876052 52.341808,4.877146 52.34182,4.878318 52.341793,4.878175 52.343594,4.878476 52.344007,4.878404 52.344679,4.876601 52.344619,4.871176 52.344411,4.870996 52.344394,4.867976 52.343981,4.867198 52.343874,4.866912 52.343819,4.864804 52.343159))",8.26152496848104,5813.235432768733,32913.905443183685,Low,High,High,Low,Low,Low,Low AC + Low Pressure (Limited Interest),High AC + Low Pressure (Potential),High AC + Low Pressure (Potential),4018,9,454,721,0.22399203583872573,11.29915380786461,17.94425087108014
11,ChIJ0eKxrucJxkcRJ1XUeg76L3c,Sara's Boutique Hotel,33.908532334019924,26.94490977551433,27.396037197997774,Helmersbuurt-Oost,Helmersbuurt,POINT (4.8781121999999995 52.3650804),"POLYGON((4.873352 52.36555,4.875293 52.362751,4.876435 52.363055,4.878869 52.363804,4.878712 52.363996,4.878642 52.364129,4.879317 52.364344,4.879264 52.364487,4.879231 52.364631,4.879218 52.364778,4.879225 52.364925,4.879232 52.364988,4.879219 52.365126,4.879186 52.365261,4.879136 52.365382,4.87907 52.365501,4.87896 52.365663,4.878817 52.365834,4.878701 52.365947,4.878534 52.366081,4.878397 52.366173,4.878137 52.36631,4.877889 52.366466,4.877726 52.366588,4.877518 52.366772,4.873352 52.36555))",1844.2231540864984,50837.267225785225,113981.68058981527,High,High,High,Medium,Medium,High,High AC + Medium Pressure (Manageable),High AC + Medium Pressure (Manageable),High AC + High Pressure (Stress),667,13,265,450,1.9490254872563717,39.73013493253374,67.46626686656671
12,ChIJ15V3aZUJxkcReZGKdQphghE,Rembrandt Square Hotel,21.339460618606065,22.654174120307193,26.001450377956083,Rembrandtplein e.o.,Grachtengordel-Zuid,POINT (4.896366899999999 52.365654),"POLYGON((4.892818 52.36518,4.895874 52.364754,4.896908 52.364966,4.897537 52.365087,4.901217 52.365779,4.900752 52.366625,4.899284 52.367172,4.898795 52.367263,4.898242 52.36732,4.89725 52.367428,4.897128 52.367428,4.896077 52.367379,4.895268 52.367368,4.895052 52.367331,4.894831 52.367308,4.894323 52.367287,4.894147 52.367289,4.893881 52.36729,4.893807 52.367265,4.893466 52.367042,4.893296 52.366678,4.893155 52.36609,4.893008 52.365641,4.892898 52.365425,4.892818 52.36518))",5775.453050485117,60857.02466699556,137832.22271556212,High,Low,Medium,High,High,High,High AC + High Pressure (Stress),Low AC + High Pressure (Critical),Medium AC + High Pressure (Caution),1493,171,631,1083,11.453449430676491,42.263898191560614,72.5385130609511
13,ChIJ16hr7g0JxkcRMHJ4kxGM2g0,"Holiday Inn Express Amsterdam - North Riverside, an IHG Hotel",7.832789319310067,24.485915637719007,26.273741924187494,Hamerstraatkwartier-West,Noordelijke IJ-oevers-Oost,POINT (4.919522499999999 52.384047699999996),"POLYGON((4.918945 52.385516,4.919256 52.38454,4.91882 52.384493,4.919119 52.383566,4.919044 52.383399,4.919858 52.380812,4.922456 52.381104,4.931087 52.382141,4.937355 52.382408,4.928035 52.385986,4.928295 52.386248,4.924885 52.387559,4.923919 52.387565,4.922646 52.386337,4.922541 52.386256,4.922462 52.386206,4.922285 52.386121,4.922137 52.38607,4.921926 52.386022,4.919651 52.385685,4.919292 52.38561,4.918945 52.385516))",2806.857589212301,6011.445540755357,11141.328564380858,Low,Medium,Medium,Medium,Low,Low,Low AC + Medium Pressure (Monitor),Medium AC + Low Pressure (Opportunity),Medium AC + Low Pressure (Opportunity),3057,148,202,393,4.841347726529277,6.607785410533203,12.855740922473014
14,ChIJ19w5ouoJxkcRmojLN7zm9oU,Hotel NH Collection Amsterdam Flower Market,19.203405682234184,22.42155110347753,26.407076922942014,Geelvinckbuurt,Grachtengordel-Zuid,POINT (4.893101 52.366260999999994),"POLYGON((4.888269 52.366779,4.888399 52.366692,4.890343 52.365591,4.89053 52.365499,4.892818 52.36518,4.892898 52.365425,4.893008 52.365641,4.893155 52.36609,4.893296 52.366678,4.893466 52.367042,4.893357 52.36697,4.89329 52.366943,4.893152 52.366908,4.892749 52.366901,4.891744 52.366916,4.89116 52.36697,4.8901 52.36714,4.889641 52.367285,4.889418 52.367136,4.888627 52.366872,4.8884 52.366822,4.888269 52.366779))",7481.398015677246,77495.81401085347,140312.17551937728,Medium,Low,Medium,High,High,High,Medium AC + High Pressure (Caution),Low AC + High Pressure (Critical),Medium AC + High Pressure (Caution),4718,575,2540,3712,12.18736752861382,53.83637134378974,78.67740568037304
15,ChIJ1QYJB1nixUcREAs0Xg6jPng,Mercure Hotel Amsterdam Sloterdijk Station,17.05903472666416,25.361195383582313,26.47770136978457,Sloterdijk Stationskwartier,Sloterdijk Nieuw-West,POINT (4.835624 52.387252499999995),"POLYGON((4.819257 52.389038,4.819268 52.387484,4.82891 52.387554,4.831594 52.387412,4.831523 52.38488,4.836014 52.38495,4.839258 52.385018,4.839837 52.385036,4.843294 52.385101,4.843934 52.385089,4.84458 52.385103,4.844813 52.385108,4.844811 52.385146,4.844798 52.385146,4.844732 52.386384,4.844761 52.386922,4.844669 52.388623,4.844665 52.388757,4.844689 52.388756,4.844687 52.38892,4.844662 52.38892,4.844663 52.388899,4.844372 52.3889,4.844336 52.389522,4.844213 52.391808,4.844134 52.393288,4.844117 52.393849,4.844138 52.39428,4.844174 52.394607,4.844233 52.394945,4.844319 52.395304,4.843991 52.395258,4.843688 52.395231,4.843272 52.395141,4.84295 52.395061,4.842514 52.394933,4.84238 52.394915,4.842247 52.394882,4.841907 52.394762,4.841357 52.394542,4.841089 52.394422,4.840666 52.394211,4.837245 52.391623,4.836937 52.391378,4.836537 52.391083,4.836299 52.390925,4.835998 52.390749,4.835712 52.390599,4.835396 52.390449,4.835133 52.390338,4.834931 52.390259,4.834441 52.390091,4.834114 52.389995,4.833897 52.389939,4.833809 52.389916,4.833551 52.389857,4.832573 52.389692,4.831589 52.389544,4.830598 52.389413,4.829602 52.389299,4.828936 52.389232,4.827932 52.389145,4.826925 52.389076,4.819257 52.389038))",896.9279175574193,1818.0934605053992,4441.533081181822,Medium,High,Medium,Low,Low,Low,Medium AC + Low Pressure (Opportunity),High AC + Low Pressure (Potential),Medium AC + Low Pressure (Opportunity),4413,289,403,515,6.5488329934285066,9.132109675957398,11.670065714933152
16,ChIJ1SrebL8JxkcRjzT1Q0KtSnY,"Radisson Blu Hotel, Amsterdam City Center",7.999307718947475,23.76569105094525,25.426526140419035,BG-terrein e.o.,Burgwallen-Oude Zijde,POINT (4.8966883999999995 52.3702895),"POLYGON((4.892392 52.369081,4.892436 52.368964,4.892892 52.368332,4.894147 52.367289,4.894323 52.367287,4.894831 52.367308,4.895052 52.367331,4.895268 52.367368,4.895372 52.367424,4.895474 52.367498,4.895786 52.367811,4.896231 52.368291,4.896366 52.368497,4.898755 52.370995,4.897063 52.371438,4.895876 52.37186,4.895204 52.371299,4.894959 52.371051,4.894826 52.370898,4.894755 52.370762,4.894263 52.369231,4.893666 52.369217,4.893512 52.369177,4.892392 52.369081))",4835.630488406512,62146.67154525023,122214.99106506605,Low,Medium,Low,Medium,High,High,Low AC + Medium Pressure (Monitor),Medium AC + High Pressure (Caution),Low AC + High Pressure (Critical),5492,505,2659,3858,9.195193008011653,48.41587764020393,70.2476329206118
17,ChIJ1UTIFscJxkcRTjMiVuX6pNM,Hotel Amsterdam De Roode Leeuw,14.571848032040771,22.463477523793003,25.402162151604124,Nieuwe Kerk e.o.,Burgwallen-Nieuwe Zijde,POINT (4.893591 52.373704),"POLYGON((4.890589 52.373174,4.890573 52.372947,4.890605 52.372643,4.89137 52.372719,4.891752 52.372725,4.892126 52.372742,4.892975 52.372708,4.893011 52.372707,4.893299 52.3732,4.893565 52.373489,4.894364 52.374067,4.896473 52.375764,4.896266 52.375819,4.895702 52.376036,4.895622 52.376115,4.895472 52.376156,4.895342 52.376181,4.8951 52.376206,4.893582 52.376221,4.89245 52.375459,4.892069 52.375192,4.891934 52.375074,4.891756 52.374874,4.891352 52.374452,4.890938 52.373991,4.89088 52.373892,4.89065 52.373392,4.890589 52.373174))",21142.738146138247,74098.98794057994,119068.01699281916,Medium,Low,Low,High,High,High,Medium AC + High Pressure (Caution),Low AC + High Pressure (Critical),Low AC + High Pressure (Critical),2149,431,1131,1502,20.055839925546767,52.629129827826894,69.89297347603537
18,ChIJ1WYl97AJxkcRbxi1M8ZqsF4,Hotel The Diamond,17.329289309099575,24.760829994256618,27.26067915561255,Leidsebuurt-Noordoost,De Weteringschans,POINT (4.8833158999999995 52.3637926),"POLYGON((4.882589 52.363906,4.883568 52.36324,4.886829 52.361615,4.887699 52.362558,4.887875 52.362774,4.884754 52.364839,4.884571 52.364944,4.884469 52.365026,4.883165 52.364403,4.882979 52.364242,4.882589 52.363906))",10315.683495039193,58272.085183357995,134816.53664419227,Medium,Medium,High,High,High,High,Medium AC + High Pressure (Caution),Medium AC + High Pressure (Caution),High AC + High Pressure (Stress),36,8,19,32,22.22222222222222,52.77777777777778,88.88888888888889
19,ChIJ1z5XzsIJxkcRqom0RFLQ7j8,Amsterdam Wiechmann Hotel,15.62292435706388,24.07915690456065,26.010123786851974,Elandsgrachtbuurt,Jordaan,POINT (4.8822127 52.3689628),"POLYGON((4.876314 52.372314,4.876179 52.371903,4.876207 52.371843,4.878296 52.368852,4.879075 52.367745,4.882209 52.368764,4.88228 52.368767,4.882603 52.368756,4.882614 52.368932,4.883069 52.373992,4.876314 52.372314))",6571.638436660636,66455.14202707888,145203.04061831936,Medium,Medium,Medium,High,High,High,Medium AC + High Pressure (Caution),Medium AC + High Pressure (Caution),Medium AC + High Pressure (Caution),1353,109,694,1192,8.056171470805618,51.293422025129345,88.10051736881005
20,ChIJ25tqTOEJxkcROAmiYa-TKnA,CityHub Amsterdam,12.89931849261951,26.727296402027058,27.268927324141394,Bellamybuurt-Zuid,Bellamybuurt,POINT (4.867098899999999 52.3672879),"POLYGON((4.860071 52.364599,4.860608 52.364426,4.860765 52.364402,4.860942 52.364401,4.861131 52.36443,4.862683 52.364808,4.867192 52.365892,4.868665 52.366271,4.870809 52.36685,4.869586 52.368605,4.868519 52.368333,4.868417 52.368314,4.868324 52.368306,4.868213 52.368306,4.867309 52.368336,4.867166 52.368329,4.867027 52.368311,4.865956 52.368074,4.862259 52.367122,4.861302 52.36608,4.860071 52.364599))",3791.6748889985192,13726.921558954116,67401.4741544702,Low,High,High,Medium,Low,Low,Low AC + Medium Pressure (Monitor),High AC + Low Pressure (Potential),High AC + Low Pressure (Potential),2635,237,366,1200,8.994307400379506,13.889943074003794,45.54079696394687
21,ChIJ2U6QbBMJxkcRFAgdo8cAf6Y,Hotel The Noblemen,8.834767798163078,23.104557355965703,26.339529657104876,Leidsegracht-Noord,Grachtengordel-West,POINT (4.8857954 52.3674262),"POLYGON((4.882603 52.368756,4.882424 52.366744,4.882433 52.366665,4.882548 52.366579,4.882742 52.366245,4.882798 52.366177,4.884537 52.366784,4.885166 52.367012,4.885875 52.367246,4.886666 52.367546,4.886703 52.36804,4.887719 52.368392,4.88806 52.368499,4.887851 52.368726,4.88784 52.368764,4.887679 52.368756,4.887279 52.368762,4.886623 52.368792,4.884411 52.368862,4.882614 52.368932,4.882603 52.368756))",6147.796689141041,68261.42805459628,140284.96475360412,Low,Medium,Medium,High,High,High,Low AC + High Pressure (Critical),Medium AC + High Pressure (Caution),Medium AC + High Pressure (Caution),141,15,73,107,10.638297872340425,51.77304964539007,75.88652482269504
22,ChIJ2ZT4L5MJxkcRQJe6a-Q90kk,Sphinx Hotel,28.06940965508514,22.305663072758772,27.42167418839764,Den Texbuurt,De Weteringschans,POINT (4.8940741999999995 52.359334499999996),"POLYGON((4.8863 52.36078,4.887389 52.360232,4.887686 52.360074,4.88795 52.359896,4.888175 52.359705,4.888292 52.359585,4.888412 52.359441,4.888644 52.35923,4.888931 52.359019,4.889253 52.358828,4.889405 52.358752,4.889605 52.358667,4.889807 52.358594,4.890008 52.358532,4.890216 52.358479,4.890437 52.358432,4.890655 52.358397,4.89088 52.358369,4.896177 52.358047,4.89639 52.359529,4.896388 52.359683,4.896185 52.359696,4.890777 52.360025,4.89012 52.360071,4.890016 52.36009,4.886983 52.361539,4.886786 52.361331,4.886551 52.360986,4.886442 52.360887,4.8863 52.36078))",1829.655484295346,39371.69242997314,115732.98054048128,High,Low,High,Medium,Medium,High,High AC + Medium Pressure (Manageable),Low AC + Medium Pressure (Monitor),High AC + High Pressure (Stress),630,8,210,397,1.2698412698412698,33.33333333333333,63.01587301587301
23,ChIJ2bElKUHixUcRwH30Tvfx370,The Social Hub Amsterdam West,21.827167707132332,25.82963843210997,24.61657490505988,Lucas/Andreasziekenhuis e.o.,Overtoomse Veld,POINT (4.8362096999999995 52.3720709),"POLYGON((4.83436 52.370107,4.838315 52.369525,4.838858 52.36945,4.83929 52.369404,4.840095 52.369331,4.840471 52.369308,4.840909 52.369301,4.842162 52.36931,4.842154 52.369583,4.842569 52.369588,4.842563 52.369829,4.842575 52.37003,4.842713 52.370867,4.842798 52.371862,4.842854 52.371879,4.842855 52.371914,4.843028 52.371911,4.843038 52.372215,4.842602 52.372223,4.842137 52.37224,4.841191 52.372274,4.840863 52.3723,4.840604 52.37233,4.835337 52.373153,4.83525 52.372946,4.83528 52.372941,4.834943 52.372134,4.834693 52.371447,4.834548 52.370913,4.834419 52.370378,4.83436 52.370107))",93.03694567779422,421.53702790111237,3059.7937291015724,High,High,Low,Low,Low,Low,High AC + Low Pressure (Potential),High AC + Low Pressure (Potential),Low AC + Low Pressure (Limited Interest),7427,40,96,301,0.5385754678874377,1.2925811229298505,4.0527803958529685
24,ChIJ2bm1R4MLxkcRO3Nce2k7SRE,Hotel Levell Amsterdam,14.529145255102735,23.67623752805334,21.008709140009856,Amstel III deel A/B-Noord,Amstel III/Bullewijk,POINT (4.950525799999999 52.3047547),"POLYGON((4.937991 52.310475,4.939838 52.308461,4.940318 52.307977,4.940496 52.307729,4.940716 52.307361,4.940771 52.307252,4.940972 52.306767,4.941054 52.306618,4.941156 52.306468,4.942191 52.305301,4.944159 52.303149,4.944455 52.302775,4.944778 52.302259,4.945144 52.301804,4.947118 52.29965,4.955402 52.302497,4.955332 52.302577,4.95506 52.302809,4.953137 52.304959,4.952491 52.305706,4.952096 52.306078,4.951546 52.306643,4.947751 52.310545,4.947509 52.310809,4.946359 52.312063,4.942527 52.310729,4.941598 52.311684,4.937991 52.310475))",13.921394507482322,1172.8672915638874,33570.89206819054,Medium,Medium,Low,Low,Low,Low,Medium AC + Low Pressure (Opportunity),Medium AC + Low Pressure (Opportunity),Low AC + Low Pressure (Limited Interest),4560,45,443,970,0.9868421052631579,9.714912280701753,21.271929824561404
25,ChIJ2z9uuZAJxkcRTdWVTMl58-o,Amstel Hotel,20.755240500107007,25.12404046659158,26.143509149630162,Sarphatistrook,Weesperbuurt/Plantage,POINT (4.9051643 52.3600068),"POLYGON((4.903415 52.36153,4.904205 52.359948,4.904634 52.359212,4.905163 52.359348,4.905975 52.359499,4.906171 52.35955,4.906505 52.359664,4.906642 52.359724,4.906922 52.359877,4.907104 52.360005,4.907379 52.36022,4.90751 52.3603,4.907645 52.360371,4.907784 52.360431,4.907974 52.360499,4.908327 52.360591,4.908567 52.360641,4.90881 52.36066,4.909038 52.360651,4.909355 52.360599,4.909644 52.360579,4.90996 52.360587,4.910257 52.360624,4.910565 52.360697,4.910838 52.360796,4.911089 52.360926,4.911205 52.361004,4.91129 52.361075,4.911371 52.361126,4.911492 52.361181,4.911627 52.361222,4.911781 52.361248,4.912851 52.361359,4.914036 52.361496,4.91508 52.361787,4.915781 52.36198,4.916005 52.362028,4.916241 52.362068,4.916415 52.362089,4.91749 52.362131,4.916779 52.363423,4.916566 52.36337,4.916385 52.363351,4.916155 52.363356,4.915976 52.363383,4.915891 52.363404,4.915144 52.363661,4.915112 52.363708,4.914387 52.363945,4.914224 52.363769,4.91078 52.363092,4.905049 52.361987,4.905117 52.361852,4.903415 52.36153))",211.14608342926053,26180.81203749383,91525.62560982294,High,Medium,Medium,Low,Medium,Medium,High AC + Low Pressure (Potential),Medium AC + Medium Pressure (Balanced),Medium AC + Medium Pressure (Balanced),5937,84,766,2568,1.414855987872663,12.902139127505475,43.25416877210713
26,ChIJ3-qc2rgJxkcRTfGKUgOvAkk,Hotel Torenzicht,7.514284408361638,24.208406970209598,24.973145654500247,Burgwallen-Oost,Burgwallen-Oude Zijde,POINT (4.8981806 52.3725361),"POLYGON((4.895876 52.37186,4.897063 52.371438,4.898755 52.370995,4.899295 52.371577,4.899857 52.372224,4.899667 52.372276,4.899686 52.372341,4.900099 52.37291,4.900166 52.372968,4.900247 52.373008,4.900369 52.373035,4.900551 52.373044,4.900708 52.373018,4.900936 52.373494,4.901266 52.374174,4.900587 52.374402,4.90048 52.374418,4.900275 52.374486,4.900201 52.37449,4.899667 52.374678,4.899406 52.374749,4.899014 52.374374,4.898724 52.374116,4.896856 52.372674,4.895876 52.37186))",12932.449542290193,66046.6840980102,115195.21695992984,Low,Medium,Low,High,High,High,Low AC + High Pressure (Critical),Medium AC + High Pressure (Caution),Low AC + High Pressure (Critical),1133,278,662,880,24.536628420123566,58.42894969108562,77.66990291262135
